s,label,ku_source,score,parcours,ka,ku,answer,explain
http://example.org/course/X3IAIMT,Composition et gestion avancées de systèmes répartis(EMN),file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Maintenance_and_Evolution.txt,0.6844748,ALMA,Software_Engineering_SE,SE-Maintenance_and_Evolution,1,"The lecture covers most of the Knowledge Unit content, particularly the concepts related to cloud computing and system maintenance."
http://example.org/course/X3IO010,Métaheuristiques multiobjectif,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Game_Platforms.txt,0.6169572,"ORO,CMI",Specialized_Platform_Development_SPD,SPD-Game_Platforms,0,"The lecture covers game development and graphics processing, but not the provided knowledge unit about game design and mechanics."
http://example.org/course/X3IO010,Métaheuristiques multiobjectif,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-Introduction_Fundamental_Issues.txt,0.61641985,"ORO,CMI",Artificial_Intelligence_AI,AI-Introduction_Fundamental_Issues,1,"The lecture covers the majority of the Knowledge Unit, except for some specific topics such as philosophical issues and the history of AI."
http://example.org/course/X3IO010,Métaheuristiques multiobjectif,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-SEP_Society_Ethics_and_the_Profession.txt,0.614668,"ORO,CMI",Algorithmic_Foundations_AL,AL-SEP_Society_Ethics_and_the_Profession,0,"The lecture does not cover the topics of differential privacy, responsible algorithms, economic and other impacts of inefficient algorithms, sustainability, context-aware computing, or proof-of-work and proof-of-stake algorithms."
http://example.org/course/X3IO020,Programmation par contraintes avancée,file:///Users/molli-p/BodyOfKnowledge/Software_Development_Fundamentals_SDF/SDF-Fundamental_Programming_Concepts_and_Practices.txt,0.70172834,"ORO,CMI",Software_Development_Fundamentals_SDF,SDF-Fundamental_Programming_Concepts_and_Practices,0,Most content on basic programming concepts and structured data types are not covered
http://example.org/course/X3IO020,Programmation par contraintes avancée,file:///Users/molli-p/BodyOfKnowledge/Foundations_Of_Programming_Languages/Foundations_Of_Programming_Languages.txt,0.7006328,"ORO,CMI",Foundations_Of_Programming_Languages,Foundations_Of_Programming_Languages,0,"The lecture focuses on constraint programming and related techniques, whereas the Knowledge Unit covers a broad range of programming language concepts."
http://example.org/course/X3IO020,Programmation par contraintes avancée,file:///Users/molli-p/BodyOfKnowledge/Architecture_and_Organization_AR/AR-Assembly_Assembly_Level_Machine_Organization.txt,0.6976794,"ORO,CMI",Architecture_and_Organization_AR,AR-Assembly_Assembly_Level_Machine_Organization,0,The lecture is too focused on the topic of 'Programmation par contraintes avancée' and does not cover topics related to machine organization.
http://example.org/course/X3IO030,Optimisation Globale,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Calculus.txt,0.70348674,"ORO,CMI",Mathematical_and_Statistical_Foundations_MSF,MSF-Calculus,1,"The lecture covers a significant portion of the Knowledge Unit's content on calculus and optimization, with some overlap in topics such as derivatives, integration, and multivariate calculus."
http://example.org/course/X3IO030,Optimisation Globale,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Calculus.txt,0.7017219,"ORO,CMI",Mathematical_and_Statistical_Foundations_MSF,MSF-Calculus,1,"The lecture covers a significant portion of the Knowledge Unit's content on calculus and optimization, with some overlap in topics such as derivatives, integration, and multivariate calculus."
http://example.org/course/X3IO030,Optimisation Globale,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-ML_Machine_Learning.txt,0.69374096,"ORO,CMI",Artificial_Intelligence_AI,AI-ML_Machine_Learning,1,"The lecture covers the majority of concepts in the knowledge unit, including machine learning types, supervised and unsupervised learning, neural networks, overfitting, and evaluation procedures."
http://example.org/course/X3IO040,Optimisation en robotique,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Robot_Platforms.txt,0.76035446,"ORO,CMI",Specialized_Platform_Development_SPD,SPD-Robot_Platforms,1,"The lecture covers all key points of the Knowledge Unit: robotic platforms and devices, sensors and effectors, programming languages, architecture, constraints, algorithms (kinematics, dynamics), navigation, grasping, safety, interaction."
http://example.org/course/X3IO040,Optimisation en robotique,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Robot_Platforms.txt,0.7198404,"ORO,CMI",Specialized_Platform_Development_SPD,SPD-Robot_Platforms,1,"The lecture covers all key points of the Knowledge Unit: robotic platforms and devices, sensors and effectors, programming languages, architecture, constraints, algorithms (kinematics, dynamics), navigation, grasping, safety, interaction."
http://example.org/course/X3IO040,Optimisation en robotique,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Robot_Platforms.txt,0.6909039,"ORO,CMI",Specialized_Platform_Development_SPD,SPD-Robot_Platforms,1,"The lecture covers all key points of the Knowledge Unit: robotic platforms and devices, sensors and effectors, programming languages, architecture, constraints, algorithms (kinematics, dynamics), navigation, grasping, safety, interaction."
http://example.org/course/X3IO050,Large Scale Optimization,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-ML_Machine_Learning.txt,0.73426557,"ORO,CMI",Artificial_Intelligence_AI,AI-ML_Machine_Learning,1,"The lecture covers machine learning, including supervised and unsupervised learning, neural networks, optimization processes, data preprocessing, evaluation procedures, and more."
http://example.org/course/X3IO050,Large Scale Optimization,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-ML_Machine_Learning.txt,0.73093504,"ORO,CMI",Artificial_Intelligence_AI,AI-ML_Machine_Learning,1,"The lecture covers machine learning, including supervised and unsupervised learning, neural networks, optimization processes, data preprocessing, evaluation procedures, and more."
http://example.org/course/X3IO050,Large Scale Optimization,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Complexity_Complexity.txt,0.7228533,"ORO,CMI",Algorithmic_Foundations_AL,AL-Complexity_Complexity,1,"The lecture covers the topics of Algorithmic Complexity (CS Core) and does not only focus on empirical measurements of performance, tractability and intractability, but also includes asymptotic complexity analysis, time and space tradeoffs, Big-O notation, recurrence relations and NP-completeness, which are all part of the KA Core."
http://example.org/course/X3IO080,Optimisation multi-objectif,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI_Search_Search.txt,0.7100067,"ORO,CMI",Artificial_Intelligence_AI,AI_Search_Search,0,"The lecture does not cover topics related to graph search, uninformed and informed search algorithms, heuristic searches, bidirectional search, beam search, constraint satisfaction, and stochastic search."
http://example.org/course/X3IO080,Optimisation multi-objectif,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Calculus.txt,0.7095023,"ORO,CMI",Mathematical_and_Statistical_Foundations_MSF,MSF-Calculus,1,"The lecture covers the notions of feasible set, outcome set, solution, point, (weakly) efficient, (weakly) nondominated point, lexicographically optimal solution, ideal and nadir points, as well as scalarization methods such as weighted sum, e-constraint and weighted Tchebychev method. It also discusses geometrical properties of the feasible set and outcome set, topological properties of the efficient set and nondominated set, and applications to bi-objective linear programs and combinatorial optimization problems."
http://example.org/course/X3IO080,Optimisation multi-objectif,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-ML_Machine_Learning.txt,0.7037507,"ORO,CMI",Artificial_Intelligence_AI,AI-ML_Machine_Learning,1,"The lecture covers most topics in the knowledge Unit, but omits some details in sections 29-35."
http://example.org/course/X3IOM10,Contraintes Globales,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI_Search_Search.txt,0.71921074,"ORO,CMI",Artificial_Intelligence_AI,AI_Search_Search,1,"This lecture covers all facets of constraint including checking, filtering, counting, cost violation, reification, explanation, and modeling with various types of constraints. It also touches on search heuristics and graph algorithms."
http://example.org/course/X3IOM10,Contraintes Globales,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Models_Computational_Models_and_Formal_Languages.txt,0.7066107,"ORO,CMI",Algorithmic_Foundations_AL,AL-Models_Computational_Models_and_Formal_Languages,1,"The lecture covers various aspects of constraint engines, filtering, and search heuristics, as well as the basics of formal automata and languages."
http://example.org/course/X3IOM10,Contraintes Globales,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Complexity_Complexity.txt,0.70332414,"ORO,CMI",Algorithmic_Foundations_AL,AL-Complexity_Complexity,6,"The lecture covers most of the content of the Knowledge Unit, including algorithmic complexity analysis (Big-O notation, time and space tradeoffs), empirical measurements, tractability and intractability (P, NP, NP-Complete Complexity Classes), and other topics such as little-o, omega, and theta notations, formal recursive analysis, amortized analysis, Turing Machine-based models of complexity."
http://example.org/course/X3IOM20,Planification et Ordonnancement,file:///Users/molli-p/BodyOfKnowledge/System_Fundamentals_SF/SF-Overview_of_Computer_Systems.txt,0.6649231,"ORO,CMI",System_Fundamentals_SF,SF-Overview_of_Computer_Systems,N11d82458ce504b2599fce2cb63259f12,N1d94b6bea0194e3190fd1995aa794d59
http://example.org/course/X3IOM20,Planification et Ordonnancement,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-Introduction_Fundamental_Issues.txt,0.6644593,"ORO,CMI",Artificial_Intelligence_AI,AI-Introduction_Fundamental_Issues,1,"The lecture covers the classification of problems (ordonnancement), AI introduction and problem characteristics, which are also present in the Knowledge Unit."
http://example.org/course/X3IOM20,Planification et Ordonnancement,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-Planning_Planning.txt,0.66134584,"ORO,CMI",Artificial_Intelligence_AI,AI-Planning_Planning,0,"The lecture only touches on the topic of planning and scheduling in general, but does not delve into the specific details of planning operators, state representations, and languages as covered in the Knowledge Unit."
http://example.org/course/X3IOM30,Transport et logistique,file:///Users/molli-p/BodyOfKnowledge/Networking_and_Communication_NC/NC-Routing_Routing_and_Forwarding.txt,0.7053105,"ORO,CMI",Networking_and_Communication_NC,NC-Routing_Routing_and_Forwarding,1,"The lecture covers most of the topics described in the Knowledge Unit, except for advanced exact methods and meta heuristics which are partially covered."
http://example.org/course/X3IOM30,Transport et logistique,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-SEP_Society_Ethics_and_the_Profession.txt,0.67997426,"ORO,CMI",Algorithmic_Foundations_AL,AL-SEP_Society_Ethics_and_the_Profession,0,"The lecture does not address social, ethical, and secure algorithms, algorithmic fairness, anonymity, accountability/transparency, responsible algorithms, economic impacts, or sustainability aspects, which are key components of the Knowledge Unit."
http://example.org/course/X3IOM30,Transport et logistique,file:///Users/molli-p/BodyOfKnowledge/Foundations_Of_Programming_Languages/Foundations_Of_Programming_Languages.txt,0.67722523,"ORO,CMI",Foundations_Of_Programming_Languages,Foundations_Of_Programming_Languages,0,"The lecture does not fully cover the Knowledge Unit in Computer Science, missing topics like type systems, memory management and concurrency."
http://example.org/course/X3IT070,Projet,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Formal_Methods.txt,0.6516646,ATAL,Software_Engineering_SE,SE-Formal_Methods,0,The lecture covers only placeholder topics without actual content related to SE-Formal Methods.
http://example.org/course/X3IT070,Projet,file:///Users/molli-p/BodyOfKnowledge/Graphics_and_Interactive_Techniques_GIT/GIT-Augmented_Reality.txt,0.6486599,ATAL,Graphics_and_Interactive_Techniques_GIT,GIT-Augmented_Reality,0,The lecture only covers placeholder topics and does not match the advanced KA Core topics in the Knowledge Unit.
http://example.org/course/X3IT070,Projet,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Common_Aspects.txt,0.64776087,ATAL,Specialized_Platform_Development_SPD,SPD-Common_Aspects,1,"The lecture covers topics such as development platforms, programming languages, and platform constraints, which are all related to the Knowledge Unit's content."
http://example.org/course/X3IT080,Périodes de formation alternées en milieu professionnel,file:///Users/molli-p/BodyOfKnowledge/Graphics_and_Interactive_Techniques_GIT/GIT-Augmented_Reality.txt,0.6289456,ATAL,Graphics_and_Interactive_Techniques_GIT,GIT-Augmented_Reality,0,The lecture covers only 3 topics out of the 5 core concepts in KA Core and none from CS Core.
http://example.org/course/X3IT080,Périodes de formation alternées en milieu professionnel,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Maintenance_and_Evolution.txt,0.627413,ATAL,Software_Engineering_SE,SE-Maintenance_and_Evolution,0,"The lecture does not fully cover the Knowledge Unit, as it lacks explicit topics related to SE-Maintenance and Evolution."
http://example.org/course/X4II010,Stage,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Formal_Methods.txt,0.66745865,"ATAL,ORO,CMI,ALMA",Software_Engineering_SE,SE-Formal_Methods,0,"The lecture covers general work experience and presentation skills, but does not specifically address SE-Formal Methods."
http://example.org/course/X4II010,Stage,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Usability_and_Human_Factors.txt,0.6532797,"ATAL,ORO,CMI,ALMA",Software_Engineering_SE,SE-Usability_and_Human_Factors,Nbf07640d53ab412bb50fe82d2038fbed,N4c727bfd861b48169ba2ed6dff5a4515
http://example.org/course/X4II010,Stage,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Project_Management.txt,0.65156364,"ATAL,ORO,CMI,ALMA",Software_Engineering_SE,SE-Project_Management,0,"The lecture covers only the basic preparation and presentation of a project, while the Knowledge Unit is more focused on advanced concepts of Software Engineering Project Management."
http://example.org/course/X4II020,rapports de stage en anglais,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Common_Aspects.txt,0.6246905,CMI,Specialized_Platform_Development_SPD,SPD-Common_Aspects,1,"The lecture covers the overview of development platforms and programming languages, which is only partially present in the knowledge unit."
http://example.org/course/X4II020,rapports de stage en anglais,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-NLP_Natural_Language_Processing.txt,0.6203691,CMI,Artificial_Intelligence_AI,AI-NLP_Natural_Language_Processing,1,"The lecture covers all topics mentioned in the Knowledge Unit, with some overlap between pages."
http://example.org/course/X4II020,rapports de stage en anglais,file:///Users/molli-p/BodyOfKnowledge/Architecture_and_Organization_AR/AR-Representation_Machine-Level_Data_Representation.txt,0.61417305,CMI,Architecture_and_Organization_AR,AR-Representation_Machine-Level_Data_Representation,0,"The lecture does not discuss all aspects of data representation, such as records, arrays, and UTF data types."
http://example.org/course/X4II030,Période de suivi en formation par alternance,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Formal_Methods.txt,0.609169,ATAL,Software_Engineering_SE,SE-Formal_Methods,1,"The lecture covers the majority of topics in the Knowledge Unit, except for KA Core: Placeholder advanced topic 2."
http://example.org/course/X4II030,Période de suivi en formation par alternance,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Common_Aspects.txt,0.6007426,ATAL,Specialized_Platform_Development_SPD,SPD-Common_Aspects,0,The lecture content is too vague to determine the coverage of the Knowledge Unit.
http://example.org/course/X4II030,Période de suivi en formation par alternance,file:///Users/molli-p/BodyOfKnowledge/Graphics_and_Interactive_Techniques_GIT/GIT-Augmented_Reality.txt,0.59974915,ATAL,Graphics_and_Interactive_Techniques_GIT,GIT-Augmented_Reality,0,The lecture covers placeholder topics but lacks advanced topics and illustrative learning outcomes.
http://example.org/course/ZZPMASNA,Pattern mining and social network analysis,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-NLP_Natural_Language_Processing.txt,0.68893266,DS,Artificial_Intelligence_AI,AI-NLP_Natural_Language_Processing,1,"The lecture covers most of the topics mentioned in the Knowledge Unit, specifically sections 1-4 and 6."
http://example.org/course/ZZPMASNA,Pattern mining and social network analysis,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-ML_Machine_Learning.txt,0.6824436,DS,Artificial_Intelligence_AI,AI-ML_Machine_Learning,1,"The lecture covers supervised and unsupervised learning, neural networks, and evaluation procedures."
http://example.org/course/ZZPMASNA,Pattern mining and social network analysis,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-ML_Machine_Learning.txt,0.6794281,DS,Artificial_Intelligence_AI,AI-ML_Machine_Learning,1,"The lecture covers supervised and unsupervised learning, neural networks, and evaluation procedures."
http://example.org/course/X1I1010,"Analyse, conception et mise en oeuvre de logiciels",file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Linear_Linear_Algebra.txt,0.5168592,ALMA,Mathematical_and_Statistical_Foundations_MSF,MSF-Linear_Linear_Algebra,1,The lecture covers the entire KA Core of Linear Algebra and about half of CS Core content
http://example.org/course/X1I1010,"Analyse, conception et mise en oeuvre de logiciels",file:///Users/molli-p/BodyOfKnowledge/System_Fundamentals_SF/SF-Basic_Concepts.txt,0.5075894,ALMA,System_Fundamentals_SF,SF-Basic_Concepts,0.5,"The lecture covers some but not all of the knowledge unit's topics, such as requirement engineering and software design principles."
http://example.org/course/X1I1010,"Analyse, conception et mise en oeuvre de logiciels",file:///Users/molli-p/BodyOfKnowledge/System_Fundamentals_SF/SF-Basic_Concepts.txt,0.50577295,ALMA,System_Fundamentals_SF,SF-Basic_Concepts,0.5,"The lecture covers some but not all of the knowledge unit's topics, such as requirement engineering and software design principles."
http://example.org/course/X1I1020,Test logiciel,file:///Users/molli-p/BodyOfKnowledge/Software_Development_Fundamentals_SDF/SDF-Software_Development_Practices.txt,0.75836575,ALMA,Software_Development_Fundamentals_SDF,SDF-Software_Development_Practices,1,"The lecture covers most of the key points and techniques outlined in the Knowledge Unit, such as functional and structural testing, unit-level and system-level testing, integration and regression testing, and code instrumentation."
http://example.org/course/X1I1020,Test logiciel,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Software_Development.txt,0.72322017,ALMA,Software_Engineering_SE,SE-Software_Development,1,The lecture covers topics such as software testing methodologies and test driven development which is partially overlapping with the knowledge unit's content on software testing.
http://example.org/course/X1I1020,Test logiciel,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Testing_and_Quality_Assurance.txt,0.69727314,ALMA,Software_Engineering_SE,SE-Testing_and_Quality_Assurance,1,"The lecture covers all key concepts of the Knowledge Unit, with some overlap in topics."
http://example.org/course/X1I1030,"Web des données, web sémantique",file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Common_Aspects.txt,0.6526646,"ATAL,DS,ALMA,VICO",Specialized_Platform_Development_SPD,SPD-Common_Aspects,N6dc4073b893a44d8b6e79cde19f1e0a9,"The lecture does not cover the topics of platform languages, programming under constraints and requirements, techniques for learning a platform-specific language, or the three-tier model of web programming."
http://example.org/course/X1I1030,"Web des données, web sémantique",file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Models_Computational_Models_and_Formal_Languages.txt,0.64993346,"ATAL,DS,ALMA,VICO",Algorithmic_Foundations_AL,AL-Models_Computational_Models_and_Formal_Languages,1,"The lecture covers the basics of formal languages and automata, including finite state machines, pushdown automata, and Turing machines. It also touches on decidability, computability, and the Church-Turing thesis."
http://example.org/course/X1I1030,"Web des données, web sémantique",file:///Users/molli-p/BodyOfKnowledge/Data_Management/Data_Management.txt,0.6454357,"ATAL,DS,ALMA,VICO",Data_Management,Data_Management,1,Most topics of Data Management are covered with emphasis on database design and query processing.
http://example.org/course/X1I1040,Web & Cloud and Datastores,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Web_Platforms.txt,0.7589026,"ATAL,DS,ALMA,VICO",Specialized_Platform_Development_SPD,SPD-Web_Platforms,1,"Most topics from the knowledge unit are covered, including cloud infrastructures, scalability and dependability in the context of cloud, cloud datastores, REST API design and deployment, and cost models."
http://example.org/course/X1I1040,Web & Cloud and Datastores,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Web_Platforms.txt,0.74511063,"ATAL,DS,ALMA,VICO",Specialized_Platform_Development_SPD,SPD-Web_Platforms,1,"Most topics from the knowledge unit are covered, including cloud infrastructures, scalability and dependability in the context of cloud, cloud datastores, REST API design and deployment, and cost models."
http://example.org/course/X1I1040,Web & Cloud and Datastores,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Web_Platforms.txt,0.7209569,"ATAL,DS,ALMA,VICO",Specialized_Platform_Development_SPD,SPD-Web_Platforms,1,"Most topics from the knowledge unit are covered, including cloud infrastructures, scalability and dependability in the context of cloud, cloud datastores, REST API design and deployment, and cost models."
http://example.org/course/X1I1060,Algorithmes distribués avancés,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Strategies_Algorithmic_Strategies.txt,0.72149956,ALMA,Algorithmic_Foundations_AL,AL-Strategies_Algorithmic_Strategies,0,"The lecture covers the core concepts of Algorithmic Strategies and paradigms, but misses other key areas such as Handling exponential growth and Iteration vs recursion."
http://example.org/course/X1I1060,Algorithmes distribués avancés,file:///Users/molli-p/BodyOfKnowledge/Software_Development_Fundamentals_SDF/SDF-Algorithms.txt,0.7083865,ALMA,Software_Development_Fundamentals_SDF,SDF-Algorithms,1,"The lecture covers the core concepts of algorithmic efficiency, common algorithms, and their impact on program performance, which are a significant subset of the knowledge unit."
http://example.org/course/X1I1060,Algorithmes distribués avancés,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Models_Computational_Models_and_Formal_Languages.txt,0.70649487,ALMA,Algorithmic_Foundations_AL,AL-Models_Computational_Models_and_Formal_Languages,0,"The lecture does not cover the topics of decidability, reducibility and reductions, time complexity, space complexity, quantum computation, and Rice's theorem which are part of the Knowledge Unit."
http://example.org/course/X1I1080,Preuves et Constructions Formelles,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Models_Computational_Models_and_Formal_Languages.txt,0.70532185,ALMA,Algorithmic_Foundations_AL,AL-Models_Computational_Models_and_Formal_Languages,1,"The lecture covers the CS Core topics, including Formal Automata and Formal Languages, which is a large subset of the knowledge unit."
http://example.org/course/X1I1080,Preuves et Constructions Formelles,file:///Users/molli-p/BodyOfKnowledge/Foundations_Of_Programming_Languages/Foundations_Of_Programming_Languages.txt,0.688131,ALMA,Foundations_Of_Programming_Languages,Foundations_Of_Programming_Languages,1,"The lecture covers the foundations of programming languages, including logics and proof systems, which is partially related to part 1 of the lecture content."
http://example.org/course/X1I1080,Preuves et Constructions Formelles,file:///Users/molli-p/BodyOfKnowledge/Foundations_Of_Programming_Languages/Foundations_Of_Programming_Languages.txt,0.6827731,ALMA,Foundations_Of_Programming_Languages,Foundations_Of_Programming_Languages,1,"The lecture covers the foundations of programming languages, including logics and proof systems, which is partially related to part 1 of the lecture content."
http://example.org/course/X1I2020,Graphes II et Réseaux,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Discrete_Discrete_Mathematics.txt,0.7217865,"ATAL,ORO,DS,CMI,VICO",Mathematical_and_Statistical_Foundations_MSF,MSF-Discrete_Discrete_Mathematics,1,"The lecture covers the Graphs section and the Proof Techniques section partially, with some overlap in topics such as Permutations, combinations, and counting."
http://example.org/course/X1I2020,Graphes II et Réseaux,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Discrete_Discrete_Mathematics.txt,0.69413054,"ATAL,ORO,DS,CMI,VICO",Mathematical_and_Statistical_Foundations_MSF,MSF-Discrete_Discrete_Mathematics,1,"The lecture covers the Graphs section and the Proof Techniques section partially, with some overlap in topics such as Permutations, combinations, and counting."
http://example.org/course/X1I2020,Graphes II et Réseaux,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-SEP_Society_Ethics_and_the_Profession.txt,0.69034207,"ATAL,ORO,DS,CMI,VICO",Algorithmic_Foundations_AL,AL-SEP_Society_Ethics_and_the_Profession,1,"The lecture covers the topics of flow problems and transportation, which align with the knowledge unit's focus on algorithmic solutions to real-world societal problems."
http://example.org/course/X1II010,Graphes,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Discrete_Discrete_Mathematics.txt,0.73988575,"ATAL,ORO,DS,CMI,ALMA,VICO",Mathematical_and_Statistical_Foundations_MSF,MSF-Discrete_Discrete_Mathematics,1,"The lecture covers the entire Knowledge Unit content, except for modular arithmetic and part of logic"
http://example.org/course/X1II010,Graphes,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Discrete_Discrete_Mathematics.txt,0.72200274,"ATAL,ORO,DS,CMI,ALMA,VICO",Mathematical_and_Statistical_Foundations_MSF,MSF-Discrete_Discrete_Mathematics,1,"The lecture covers the entire Knowledge Unit content, except for modular arithmetic and part of logic"
http://example.org/course/X1II010,Graphes,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI_Search_Search.txt,0.69038796,"ATAL,ORO,DS,CMI,ALMA,VICO",Artificial_Intelligence_AI,AI_Search_Search,1,"The lecture covers the fundamental concepts of graph search algorithms, including uninformed and informed search, space and time complexities, bidirectional search, beam search, and implementation details. The knowledge unit provides a comprehensive overview of AI Search topics, and the lecture extensively discusses most of these aspects."
http://example.org/course/X1II020,Langages de programmation de haut-niveau,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Discrete_Discrete_Mathematics.txt,0.6866273,"ATAL,ORO,DS,CMI,VICO",Mathematical_and_Statistical_Foundations_MSF,MSF-Discrete_Discrete_Mathematics,0,Only partially covers the content of the Knowledge Unit in Computer Science.
http://example.org/course/X1II020,Langages de programmation de haut-niveau,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-KRR_Fundamental_Knowledge_Representation_and_Reasoning.txt,0.6672282,"ATAL,ORO,DS,CMI,VICO",Artificial_Intelligence_AI,AI-KRR_Fundamental_Knowledge_Representation_and_Reasoning,1,"The lecture covers the topics of types of representations (symbolic/logical), probabilistic reasoning, and Bayesian inference, which are all part of the Knowledge Unit."
http://example.org/course/X1II020,Langages de programmation de haut-niveau,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Probability_Probability.txt,0.6635672,"ATAL,ORO,DS,CMI,VICO",Mathematical_and_Statistical_Foundations_MSF,MSF-Probability_Probability,0.75,"The lecture covers the topics of probability and statistics, but does not delve into the specifics of computing-related applications and randomized algorithms, which are a significant part of the KA Core knowledge unit."
http://example.org/course/X1II040,Anglais scientifique,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Common_Aspects.txt,0.6210773,"ATAL,ORO,DS,CMI,ALMA,VICO",Specialized_Platform_Development_SPD,SPD-Common_Aspects,0,"The lecture does not cover development platforms, programming languages and constraints, which are the core topics of this knowledge unit."
http://example.org/course/X1II040,Anglais scientifique,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-NLP_Natural_Language_Processing.txt,0.6207181,"ATAL,ORO,DS,CMI,ALMA,VICO",Artificial_Intelligence_AI,AI-NLP_Natural_Language_Processing,0,"The lecture covers mostly general objectives and course name, but the content of the lecture is not explicitly mentioned in the provided text. In contrast, the Knowledge Unit provides a detailed list of topics and learning outcomes related to Natural Language Processing."
http://example.org/course/X1II040,Anglais scientifique,file:///Users/molli-p/BodyOfKnowledge/Society_Ethics_and_the_Profession_SEP/SEP-Communication.txt,0.61872834,"ATAL,ORO,DS,CMI,ALMA,VICO",Society_Ethics_and_the_Profession_SEP,SEP-Communication,0,Some topics like conflict resolution and accessibility requirements are not present in the lecture description.
